COD;DESCRIÇÃO;CATEGORIA;PREÇO UNITÁRIO;ID LOJA;MOVIMENTAÇÃO;TIPO
MOV13757;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;6;ENTRADA
MOV13758;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;1;ENTRADA
MOV13759;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA D;-2;SAÍDA
MOV13760;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-2;SAÍDA
MOV13761;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;2;ENTRADA
MOV13762;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA D;1;ENTRADA
MOV13763;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;-3;SAÍDA
MOV13764;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;-1;SAÍDA
MOV13765;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV13766;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-1;SAÍDA
MOV13767;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;-3;SAÍDA
MOV13768;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA D;-2;SAÍDA
MOV13769;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;1;ENTRADA
MOV13770;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;1;ENTRADA
MOV13771;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA D;1;DEVOLUÇÃO
MOV13772;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;2;ENTRADA
MOV13773;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;-3;SAÍDA
MOV13774;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;3;ENTRADA
MOV13775;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;-2;SAÍDA
MOV13776;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;4;ENTRADA
MOV13777;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA D;-2;SAÍDA
MOV13778;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;-1;SAÍDA
MOV13779;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV13780;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;8;ENTRADA
MOV13781;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;1;ENTRADA
MOV13782;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA E;3;ENTRADA
MOV13783;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA D;-1;SAÍDA
MOV13784;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV13785;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;-1;SAÍDA
MOV13786;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;7;ENTRADA
MOV13787;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA A;-1;SAÍDA
MOV13788;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;8;ENTRADA
MOV13789;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-2;SAÍDA
MOV13790;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;DEVOLUÇÃO
MOV13791;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV13792;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;1;ENTRADA
MOV13793;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA C;2;ENTRADA
MOV13794;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;2;ENTRADA
MOV13795;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;2;DEVOLUÇÃO
MOV13796;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;3;ENTRADA
MOV13797;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;1;ENTRADA
MOV13798;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;-1;SAÍDA
MOV13799;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-1;SAÍDA
MOV13800;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA D;-4;SAÍDA
MOV13801;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV13802;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;2;ENTRADA
MOV13803;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;4;ENTRADA
MOV13804;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;2;ENTRADA
MOV13805;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;-2;SAÍDA
MOV13806;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;6;DEVOLUÇÃO
MOV13807;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;-5;SAÍDA
MOV13808;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;2;ENTRADA
MOV13809;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV13810;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;-1;SAÍDA
MOV13811;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;-4;SAÍDA
MOV13812;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-3;SAÍDA
MOV13813;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA E;1;ENTRADA
MOV13814;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;-1;SAÍDA
MOV13815;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;-3;SAÍDA
MOV13816;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;1;ENTRADA
MOV13817;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;5;ENTRADA
MOV13818;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;2;ENTRADA
MOV13819;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA E;2;ENTRADA
MOV13820;REGATA FEM. CINZA;ROUPAS;59,99;LOJA D;3;ENTRADA
MOV13821;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;-1;SAÍDA
MOV13822;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;2;ENTRADA
MOV13823;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA D;-4;SAÍDA
MOV13824;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;4;ENTRADA
MOV13825;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;4;ENTRADA
MOV13826;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;5;ENTRADA
MOV13827;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV13828;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;2;ENTRADA
MOV13829;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;4;ENTRADA
MOV13830;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;1;ENTRADA
MOV13831;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;2;ENTRADA
MOV13832;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-1;SAÍDA
MOV13833;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-2;SAÍDA
MOV13834;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV13835;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA D;2;ENTRADA
MOV13836;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;-1;SAÍDA
MOV13837;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;-5;SAÍDA
MOV13838;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;3;ENTRADA
MOV13839;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;-1;SAÍDA
MOV13840;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;-1;SAÍDA
MOV13841;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;1;DEVOLUÇÃO
MOV13842;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;1;ENTRADA
MOV13843;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;5;ENTRADA
MOV13844;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;2;ENTRADA
MOV13845;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA E;-1;SAÍDA
MOV13846;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA A;1;ENTRADA
MOV13847;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV13848;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA A;1;ENTRADA
MOV13849;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA E;1;DEVOLUÇÃO
MOV13850;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;2;DEVOLUÇÃO
MOV13851;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA D;1;ENTRADA
MOV13852;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;2;ENTRADA
MOV13853;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA E;1;ENTRADA
MOV13854;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV13855;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV13856;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA E;1;ENTRADA
MOV13857;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA D;1;ENTRADA
MOV13858;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV13859;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;-2;SAÍDA
MOV13860;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-4;SAÍDA
MOV13861;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-5;SAÍDA
MOV13862;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA E;1;ENTRADA
MOV13863;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA E;-1;SAÍDA
MOV13864;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA A;-1;SAÍDA
MOV13865;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;4;ENTRADA
MOV13866;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA E;1;ENTRADA
MOV13867;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;-1;SAÍDA
MOV13868;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;-5;SAÍDA
MOV13869;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV13870;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;2;DEVOLUÇÃO
MOV13871;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA E;-2;SAÍDA
MOV13872;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;-1;SAÍDA
MOV13873;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;1;ENTRADA
MOV13874;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV13875;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;4;ENTRADA
MOV13876;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-2;SAÍDA
MOV13877;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-1;SAÍDA
MOV13878;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;2;ENTRADA
MOV13879;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA E;6;DEVOLUÇÃO
MOV13880;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA D;2;ENTRADA
MOV13881;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV13882;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA B;1;ENTRADA
MOV13883;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;2;ENTRADA
MOV13884;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;1;ENTRADA
MOV13885;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV13886;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;1;ENTRADA
MOV13887;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV13888;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;1;ENTRADA
MOV13889;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV13890;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;-2;SAÍDA
MOV13891;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-4;SAÍDA
MOV13892;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-2;SAÍDA
MOV13893;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;4;ENTRADA
MOV13894;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV13895;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV13896;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA D;1;ENTRADA
MOV13897;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;1;ENTRADA
MOV13898;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA D;1;DEVOLUÇÃO
MOV13899;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;3;DEVOLUÇÃO
MOV13900;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;-1;SAÍDA
MOV13901;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA B;1;ENTRADA
MOV13902;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA A;-1;SAÍDA
MOV13903;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;1;ENTRADA
MOV13904;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV13905;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA C;1;ENTRADA
MOV13906;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV13907;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;-2;SAÍDA
MOV13908;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV13909;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;1;ENTRADA
MOV13910;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;-1;SAÍDA
MOV13911;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV13912;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV13913;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;-1;SAÍDA
MOV13914;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV13915;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;1;DEVOLUÇÃO
MOV13916;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;1;ENTRADA
MOV13917;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;1;ENTRADA
MOV13918;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA A;2;ENTRADA
MOV13919;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;-5;SAÍDA
MOV13920;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;1;ENTRADA
MOV13921;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;-1;SAÍDA
MOV13922;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA A;-2;SAÍDA
MOV13923;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA E;-3;SAÍDA
MOV13924;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;2;ENTRADA
MOV13925;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV13926;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA E;1;ENTRADA
MOV13927;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA A;2;ENTRADA
MOV13928;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA A;1;ENTRADA
MOV13929;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV13930;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA B;-1;SAÍDA
MOV13931;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV13932;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV13933;REGATA FEM. CINZA;ROUPAS;59,99;LOJA E;1;ENTRADA
MOV13934;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;2;ENTRADA
MOV13935;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;1;ENTRADA
MOV13936;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;-1;SAÍDA
MOV13937;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;1;ENTRADA
MOV13938;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA D;1;ENTRADA
MOV13939;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA A;2;ENTRADA
MOV13940;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA A;-3;SAÍDA
MOV13941;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV13942;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;-1;SAÍDA
MOV13943;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA D;3;ENTRADA
MOV13944;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV13945;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-6;SAÍDA
MOV13946;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV13947;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA C;-3;SAÍDA
MOV13948;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA D;2;ENTRADA
MOV13949;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA D;2;ENTRADA
MOV13950;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;-1;SAÍDA
MOV13951;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA B;-1;SAÍDA
MOV13952;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;2;ENTRADA
MOV13953;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;9;ENTRADA
MOV13954;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;1;ENTRADA
MOV13955;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;5;ENTRADA
MOV13956;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;-3;SAÍDA
MOV13957;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-3;SAÍDA
MOV13958;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA D;1;ENTRADA
MOV13959;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;-3;SAÍDA
MOV13960;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;2;ENTRADA
MOV13961;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;1;ENTRADA
MOV13962;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;2;ENTRADA
MOV13963;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;1;ENTRADA
MOV13964;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV13965;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;-2;SAÍDA
MOV13966;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;3;ENTRADA
MOV13967;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA E;-1;SAÍDA
MOV13968;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV13969;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;4;ENTRADA
MOV13970;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;-2;SAÍDA
MOV13971;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;2;ENTRADA
MOV13972;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;1;ENTRADA
MOV13973;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA A;-1;SAÍDA
MOV13974;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA D;-1;SAÍDA
MOV13975;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;DEVOLUÇÃO
MOV13976;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;-2;SAÍDA
MOV13977;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;1;ENTRADA
MOV13978;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-2;SAÍDA
MOV13979;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA E;2;DEVOLUÇÃO
MOV13980;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;5;ENTRADA
MOV13981;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;-5;SAÍDA
MOV13982;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA B;-1;SAÍDA
MOV13983;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;-4;SAÍDA
MOV13984;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;3;ENTRADA
MOV13985;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;2;ENTRADA
MOV13986;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;1;ENTRADA
MOV13987;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-3;SAÍDA
MOV13988;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA E;-1;SAÍDA
MOV13989;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;-6;SAÍDA
MOV13990;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA A;3;ENTRADA
MOV13991;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;9;ENTRADA
MOV13992;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA D;2;ENTRADA
MOV13993;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV13994;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA D;-2;SAÍDA
MOV13995;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;-1;SAÍDA
MOV13996;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;-5;SAÍDA
MOV13997;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;-3;SAÍDA
MOV13998;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;2;ENTRADA
MOV13999;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;-1;SAÍDA
MOV14000;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;-2;SAÍDA
MOV14001;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;2;DEVOLUÇÃO
MOV14002;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;-2;SAÍDA
MOV14003;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV14004;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV14005;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;1;ENTRADA
MOV14006;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA E;1;DEVOLUÇÃO
MOV14007;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA A;5;ENTRADA
MOV14008;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-8;SAÍDA
MOV14009;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA D;-3;SAÍDA
MOV14010;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;1;ENTRADA
MOV14011;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV14012;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;-2;SAÍDA
MOV14013;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;1;ENTRADA
MOV14014;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV14015;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;3;ENTRADA
MOV14016;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;1;ENTRADA
MOV14017;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA E;3;ENTRADA
MOV14018;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;-7;SAÍDA
MOV14019;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;1;DEVOLUÇÃO
MOV14020;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA D;5;ENTRADA
MOV14021;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;1;ENTRADA
MOV14022;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA D;3;ENTRADA
MOV14023;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;2;DEVOLUÇÃO
MOV14024;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA E;2;ENTRADA
MOV14025;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;3;ENTRADA
MOV14026;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;3;ENTRADA
MOV14027;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;1;DEVOLUÇÃO
MOV14028;REGATA FEM. CINZA;ROUPAS;59,99;LOJA D;5;ENTRADA
MOV14029;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA D;2;DEVOLUÇÃO
MOV14030;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA B;1;DEVOLUÇÃO
MOV14031;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;3;DEVOLUÇÃO
MOV14032;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV14033;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA D;1;ENTRADA
MOV14034;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;1;ENTRADA
MOV14035;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;4;ENTRADA
